order_id,supplier,region,product_category,carrier,order_date,promised_date,actual_delivery_date,units,defect_flag
ORD-105137,SUP-016,Southwest,Perishables,CarrierC,07/15/2024,2024-07-17,2024-07-17,298,0
ORD-100614,SUP-012,Southeast,Home Goods,CarrierB,2024/07/03,2024-07-10,2024-07-14,232,0
ORD-101760,SUP-015,West,Home Goods,CarrierB,19-Mar-2024,2024-03-21,2024-03-20,454,0
ORD-100091,SUP-012,Midwest,Home Goods,CarrierB,03/05/2024,2024-03-12,2024-03-11,285,0
ORD-101644,SUP-007,Southwest,Office Supplies,CarrierB,11/07/2024,2024-11-12,2024-11-12,217,0
ORD-105581,SUP-008,Southeast,Perishables,CarrierA,10-Sep-2024,2024-09-20,2024-09-20,473,0
ORD-102570,SUP-014,Northeast,Industrial Parts,CarrierB,27-Jan-2024,2024-01-29,2024-01-29,155,0
ORD-102563,SUP-007,Northeast,Office Supplies,CarrierB,2024-07-15,2024-07-18,2024-07-17,390,0
ORD-101964,SUP-004,Midwest,Home Goods,CarrierC,2024/01/21,2024-01-31,2024-02-04,143,0
ORD-103308,SUP-019,Northeast,Perishables,CarrierB,12/15/2024,2024-12-25,2024-12-25,142,0
ORD-103906,SUP-016,Northeast,Electronics,CarrierB,05/18/2024,2024-05-23,2024-05-22,48,0
ORD-104916,SUP-017,Southeast,Industrial Parts,CarrierD,2024/09/05,2024-09-10,2024-09-10,179,1
ORD-102001,SUP-015,Southwest,Perishables,CarrierC,02/27/2024,2024-02-29,2024-03-01,323,0
ORD-102553,SUP-010,Southwest,Home Goods,CarrierA,2024/01/12,2024-01-22,2024-01-22,126,0
ORD-104058,SUP-016,Southwest,,CarrierD,2024-01-29,2024-02-03,2024-02-09,352,0
ORD-102966,SUP-010,Northeast,Industrial Parts,CarrierD,15-Jan-2024,2024-01-25,2024-01-25,217,0
ORD-104327,SUP-009,Midwest,Home Goods,CarrierA,2024-05-26,2024-06-05,2024-06-05,181,0
ORD-101661,SUP-016,West,Apparel,CarrierA,23-Jul-2024,2024-07-25,2024-07-24,157,0
ORD-102401,SUP-020,West,Office Supplies,CarrierD,14-Feb-2024,2024-02-17,2024-02-17,365,0
ORD-105441,SUP-011,Southwest,Perishables,CarrierC,2024-02-24,2024-02-29,2024-02-29,305,0
ORD-100142,SUP-003,West,Industrial Parts,CarrierA,2024-11-28,2024-12-01,2024-12-01,222,0
ORD-103091,SUP-015,West,Office Supplies,CarrierB,2024/01/17,2024-01-27,2024-01-26,306,0
ORD-103197,SUP-020,,Home Goods,CarrierB,2024-01-28,2024-02-04,2024-02-03,499,0
ORD-104881,SUP-008,West,Office Supplies,CarrierB,2024-10-29,2024-10-31,2024-11-03,71,0
ORD-100258,SUP-006,Southwest,Perishables,CarrierD,2024/02/17,2024-02-22,2024-02-22,369,0
ORD-101496,SUP-005,Midwest,Office Supplies,CarrierC,2024/04/15,2024-04-22,2024-04-21,352,0
ORD-101602,SUP-010,West,,CarrierB,2024/08/29,2024-09-08,2024-09-07,157,0
ORD-105173,SUP-012,Northeast,Electronics,CarrierA,08-Jan-2024,2024-01-13,2024-01-12,92,0
ORD-102741,SUP-012,Southeast,Home Goods,CarrierB,2024/06/12,2024-06-15,2024-06-20,282,0
ORD-102375,SUP-016,Southeast,Electronics,CarrierB,2024-10-24,2024-10-31,2024-10-30,367,0
ORD-103555,SUP-001,Southwest,Perishables,CarrierA,03/18/2024,2024-03-20,2024-03-22,475,0
ORD-100649,SUP-009,Southwest,Industrial Parts,CarrierA,2024-07-06,2024-07-11,2024-07-14,47,0
ORD-102323,SUP-018,Southeast,Perishables,CarrierD,2024-07-25,2024-08-04,2024-08-11,70,0
ORD-105974,SUP-014,Southeast,Perishables,CarrierB,02-Jan-2024,2024-01-09,2024-01-12,256,0
ORD-100970,SUP-004,Midwest,Industrial Parts,CarrierB,2024/05/26,2024-05-29,2024-05-29,21,0
ORD-103857,SUP-019,Southeast,Industrial Parts,CarrierD,2024-06-30,2024-07-10,2024-07-10,498,0
ORD-105532,SUP-019,Southwest,Home Goods,CarrierA,2024-12-22,2024-12-25,2024-12-25,81,0
ORD-103072,SUP-015,West,Apparel,CarrierB,2024-09-09,2024-09-11,2024-09-11,389,0
ORD-101305,SUP-001,Northeast,Office Supplies,CarrierB,2024-03-07,2024-03-12,2024-03-15,437,0
ORD-104614,SUP-004,Southwest,Office Supplies,CarrierD,10/06/2024,2024-10-09,2024-10-09,443,0
ORD-104466,SUP-006,Southwest,Electronics,CarrierD,12/07/2024,2024-12-12,2024-12-15,9,0
ORD-104825,SUP-011,Southeast,Home Goods,CarrierA,09/06/2024,2024-09-11,2024-09-11,264,0
ORD-103090,SUP-003,Northeast,Industrial Parts,CarrierD,10/25/2024,2024-10-27,2024-10-26,356,0
ORD-103724,SUP-017,Midwest,Apparel,CarrierD,2024/06/10,2024-06-13,2024-06-16,306,0
ORD-103007,SUP-008,Midwest,Electronics,CarrierA,22-Oct-2024,2024-10-25,2024-10-25,240,0
ORD-104189,SUP-019,,Electronics,CarrierC,2024-02-13,2024-02-16,2024-02-16,264,0
ORD-103565,SUP-002,Southeast,Home Goods,CarrierA,2024-06-24,2024-06-26,2024-06-26,493,0
ORD-104376,SUP-011,Midwest,Home Goods,CarrierA,09/03/2024,2024-09-05,2024-09-05,45,0
ORD-104735,SUP-001,Northeast,Electronics,CarrierB,2024/07/09,2024-07-11,2024-07-14,27,0
ORD-102284,SUP-017,Southwest,Industrial Parts,CarrierA,07/24/2024,2024-07-29,2024-08-04,298,0
ORD-102500,SUP-006,Midwest,Electronics,CarrierC,01-May-2024,2024-05-04,2024-05-04,403,0
ORD-101782,SUP-012,Southwest,Apparel,CarrierA,2024/10/14,2024-10-21,2024-10-23,368,0
ORD-101363,SUP-001,West,Home Goods,CarrierA,2024/03/09,2024-03-19,2024-03-19,128,0
ORD-101468,SUP-007,Midwest,Electronics,CarrierC,2024-12-01,2024-12-08,2024-12-08,333,0
ORD-104924,SUP-016,Northeast,Industrial Parts,CarrierA,04/29/2024,2024-05-02,2024-05-02,107,0
ORD-103056,SUP-003,Northeast,Apparel,CarrierD,04/10/2024,2024-04-13,2024-04-20,404,0
ORD-101945,SUP-003,Northeast,Home Goods,CarrierA,2024/09/28,2024-10-03,2024-10-03,31,1
ORD-104365,SUP-003,Midwest,Apparel,CarrierA,2024-07-01,2024-07-04,2024-07-07,418,0
ORD-103929,SUP-009,Midwest,Industrial Parts,CarrierC,2024/02/01,2024-02-03,2024-02-03,221,0
ORD-100270,SUP-016,West,Industrial Parts,CarrierD,2024-08-03,2024-08-13,2024-08-19,43,0
ORD-101278,SUP-005,Southwest,Office Supplies,CarrierD,2024/08/11,2024-08-18,2024-08-18,259,0
ORD-105660,SUP-011,,Industrial Parts,CarrierB,2024-12-15,2024-12-25,2024-12-25,396,0
ORD-101696,SUP-018,Southwest,Electronics,CarrierD,30-Dec-2024,2025-01-04,2025-01-09,275,0
ORD-105325,SUP-011,Southeast,Apparel,CarrierC,2024-05-08,2024-05-10,2024-05-09,451,0
ORD-102449,SUP-004,Northeast,,CarrierB,2024-12-26,2024-12-31,2024-12-31,30,0
ORD-101911,SUP-009,Southwest,Electronics,CarrierC,23-May-2024,2024-05-30,2024-05-30,311,0
ORD-104175,SUP-007,Northeast,Electronics,CarrierD,04/14/2024,2024-04-17,2024-04-18,269,0
ORD-101819,SUP-015,Midwest,Industrial Parts,CarrierD,05/20/2024,2024-05-30,2024-05-30,427,0
ORD-100406,SUP-015,Southwest,Office Supplies,CarrierD,2024-02-02,2024-02-12,2024-02-12,257,0
ORD-101805,SUP-016,West,Apparel,CarrierA,14-Oct-2024,2024-10-24,2024-10-24,303,0
ORD-103818,SUP-020,Northeast,Electronics,CarrierD,2024-12-14,2024-12-16,2024-12-16,186,0
ORD-103262,SUP-005,West,Apparel,CarrierC,2024-07-16,2024-07-26,2024-07-26,87,0
ORD-102933,SUP-005,Southeast,Industrial Parts,CarrierC,11/29/2024,2024-12-09,2024-12-09,193,0
ORD-103704,SUP-009,Southeast,Office Supplies,CarrierC,2024/02/08,2024-02-13,2024-02-13,379,0
ORD-103991,SUP-001,Southwest,Industrial Parts,CarrierD,2024-09-06,2024-09-08,2024-09-11,111,0
ORD-104427,SUP-008,Midwest,Perishables,CarrierC,2024-11-19,2024-11-29,2024-12-05,484,0
ORD-105412,SUP-004,West,Electronics,CarrierA,14-Apr-2024,2024-04-19,2024-04-19,391,0
ORD-105262,SUP-014,Northeast,Office Supplies,CarrierA,2024-05-29,2024-06-03,2024-06-07,106,0
ORD-105646,SUP-002,Midwest,Office Supplies,CarrierC,03/24/2024,2024-03-31,2024-03-31,371,0
ORD-105436,SUP-019,Southeast,Industrial Parts,CarrierD,2024/06/11,2024-06-16,,470,0
ORD-103186,SUP-018,Northeast,Home Goods,CarrierC,06-Apr-2024,2024-04-08,2024-04-08,104,0
ORD-103479,SUP-005,West,Home Goods,CarrierB,03/21/2024,2024-03-24,2024-03-24,53,0
ORD-101544,SUP-014,Southwest,Industrial Parts,CarrierC,03/24/2024,2024-03-27,2024-03-27,228,0
ORD-100463,SUP-013,Southwest,Home Goods,CarrierC,08-Dec-2024,2024-12-15,2024-12-15,100,0
ORD-101223,SUP-013,West,Apparel,CarrierB,2024-02-01,2024-02-08,2024-02-08,162,0
ORD-105285,SUP-012,West,Perishables,CarrierA,2024-01-22,2024-01-24,2024-02-04,338,0
ORD-104903,SUP-019,West,Perishables,CarrierD,2024/04/08,2024-04-10,2024-04-14,234,0
ORD-103576,SUP-012,Southwest,Apparel,CarrierD,2024-01-28,2024-02-07,2024-02-06,352,0
ORD-103247,SUP-008,Southwest,Office Supplies,CarrierD,11/19/2024,2024-11-29,2024-11-28,352,0
ORD-101091,SUP-006,Northeast,Office Supplies,CarrierB,16-Apr-2024,2024-04-19,2024-04-22,84,0
ORD-100691,SUP-020,West,Apparel,CarrierB,2024-02-15,2024-02-18,2024-02-18,300,0
ORD-101241,SUP-005,Southwest,Electronics,CarrierA,02/03/2024,2024-02-06,2024-02-05,264,0
ORD-100103,SUP-011,Southwest,Apparel,CarrierB,2024-11-24,2024-11-27,2024-11-27,128,0
ORD-105603,SUP-015,Midwest,Industrial Parts,CarrierB,24-Dec-2024,2025-01-03,2025-01-03,443,0
ORD-101631,SUP-015,,Industrial Parts,CarrierD,2024-06-20,2024-06-23,2024-06-30,380,0
ORD-104177,SUP-011,Northeast,Electronics,CarrierD,06/12/2024,2024-06-22,2024-06-21,35,0
ORD-100683,SUP-010,Southeast,Industrial Parts,CarrierA,08-Feb-2024,2024-02-13,2024-02-13,66,0
ORD-103511,SUP-020,Northeast,Apparel,CarrierB,04/25/2024,2024-04-28,2024-04-28,21,0
ORD-105177,SUP-014,Midwest,Electronics,CarrierC,2024-04-21,2024-04-24,2024-04-24,90,0
ORD-104222,SUP-017,Northeast,Office Supplies,CarrierB,2024-04-08,2024-04-13,2024-04-13,23,0
ORD-101118,SUP-010,Midwest,Home Goods,CarrierD,04-Dec-2024,2024-12-09,2024-12-09,276,0
ORD-100597,SUP-003,Southwest,Industrial Parts,CarrierA,07-Aug-2024,2024-08-14,2024-08-14,129,0
ORD-103459,SUP-007,Southeast,Office Supplies,CarrierB,2024/02/01,2024-02-03,2024-02-03,339,0
ORD-102580,SUP-009,Midwest,Office Supplies,CarrierA,2024-10-22,2024-10-24,2024-10-24,283,0
ORD-104024,SUP-020,Southwest,Industrial Parts,CarrierA,08/24/2024,2024-08-31,2024-08-31,150,0
ORD-104797,SUP-006,Midwest,Electronics,CarrierC,06/16/2024,2024-06-18,2024-06-18,166,0
ORD-102818,SUP-012,West,Perishables,CarrierD,03/05/2024,2024-03-15,2024-03-19,365,0
ORD-102695,SUP-004,Midwest,Perishables,CarrierC,2024/02/18,2024-02-20,2024-02-23,3,0
ORD-105124,SUP-020,Northeast,Industrial Parts,CarrierC,2024/12/03,2024-12-08,2024-12-11,302,0
ORD-103340,SUP-015,Southeast,Industrial Parts,CarrierC,09-Jul-2024,2024-07-14,2024-07-20,355,0
ORD-102080,SUP-010,West,Office Supplies,CarrierD,10/11/2024,2024-10-13,2024-10-22,121,0
ORD-100199,SUP-019,,Home Goods,CarrierB,16-Jun-2024,2024-06-19,2024-06-19,56,0
ORD-104973,SUP-013,Southeast,Office Supplies,CarrierA,01/31/2024,2024-02-07,2024-02-07,132,0
ORD-104702,SUP-017,Midwest,Office Supplies,CarrierC,27-Jul-2024,2024-08-06,2024-08-05,169,0
ORD-102121,SUP-004,Southeast,Apparel,CarrierD,04/17/2024,2024-04-22,2024-04-22,206,0
ORD-100323,SUP-012,Midwest,Perishables,CarrierD,2024/07/19,2024-07-26,2024-07-26,264,0
ORD-101813,SUP-020,Southwest,Apparel,CarrierC,16-Apr-2024,2024-04-19,2024-04-19,97,0
ORD-102350,SUP-008,Southwest,Electronics,CarrierA,2024/06/02,2024-06-09,2024-06-14,258,0
ORD-100039,SUP-010,Southeast,Office Supplies,CarrierC,01/21/2024,2024-01-26,2024-01-26,239,0
ORD-102672,SUP-017,West,Industrial Parts,CarrierA,06-Dec-2024,2024-12-09,2024-12-11,289,0
ORD-100068,SUP-004,Southeast,Home Goods,CarrierA,06/30/2024,2024-07-07,2024-07-07,424,0
ORD-102410,SUP-020,Midwest,Industrial Parts,CarrierA,2024-07-05,2024-07-07,2024-07-07,131,0
ORD-102182,SUP-005,West,,CarrierC,17-Apr-2024,2024-04-24,2024-04-24,168,0
ORD-104523,SUP-020,Midwest,Home Goods,CarrierB,09-May-2024,2024-05-14,2024-05-14,432,0
ORD-103531,SUP-016,Northeast,Apparel,CarrierB,29-Nov-2024,2024-12-06,2024-12-05,285,0
ORD-100679,SUP-016,Northeast,Office Supplies,CarrierB,2024-10-01,2024-10-08,2024-10-08,327,0
ORD-103925,SUP-002,Southwest,Apparel,CarrierD,2024-01-15,2024-01-18,2024-02-09,138,0
ORD-105894,SUP-009,Southwest,Apparel,CarrierD,03/05/2024,2024-03-12,2024-03-12,401,0
ORD-103693,SUP-004,Northeast,,CarrierC,2024/06/02,2024-06-05,2024-06-10,2,0
ORD-105958,SUP-016,West,,CarrierB,2024-01-02,2024-01-09,2024-01-09,192,0
ORD-102202,SUP-018,West,Industrial Parts,CarrierC,2024/09/05,2024-09-12,2024-09-12,353,0
ORD-102528,SUP-020,Southeast,Home Goods,CarrierB,2024-03-26,2024-03-28,2024-03-27,247,0
ORD-103281,SUP-002,West,Electronics,CarrierD,08-Nov-2024,2024-11-13,2024-11-15,68,0
ORD-104909,SUP-004,West,Office Supplies,CarrierA,2024-02-16,2024-02-19,2024-02-19,370,0
ORD-100365,SUP-005,Southeast,Apparel,CarrierD,06/03/2024,2024-06-08,2024-06-08,266,0
ORD-100733,SUP-019,Midwest,Office Supplies,CarrierC,2024/08/08,2024-08-11,2024-08-10,344,0
ORD-104385,SUP-002,Northeast,Apparel,CarrierA,2024/12/11,2024-12-16,2024-12-21,102,0
ORD-102341,SUP-008,West,Office Supplies,CarrierB,2024/07/04,2024-07-11,2024-07-10,336,0
ORD-102071,SUP-014,Midwest,Electronics,CarrierA,12/22/2024,2024-12-25,2024-12-25,376,0
ORD-105290,SUP-013,West,Industrial Parts,CarrierC,2024-01-15,2024-01-17,2024-01-17,86,0
ORD-100954,SUP-016,Southwest,Office Supplies,CarrierD,2024-05-21,2024-05-24,2024-05-24,483,0
ORD-102673,SUP-013,Midwest,Office Supplies,CarrierA,27-Nov-2024,2024-11-29,2024-11-29,440,0
ORD-100287,SUP-015,West,Office Supplies,CarrierB,2024/11/24,2024-12-04,2024-12-03,87,0
ORD-103226,SUP-015,Southwest,Home Goods,CarrierB,09/24/2024,2024-09-27,2024-09-29,198,0
ORD-103031,SUP-012,Southeast,Electronics,CarrierD,2024/01/28,2024-02-02,2024-02-01,211,0
ORD-103064,SUP-020,West,Apparel,CarrierC,06/13/2024,2024-06-15,2024-06-15,65,0
ORD-105995,SUP-007,West,Perishables,CarrierA,05/16/2024,2024-05-19,2024-05-18,284,0
ORD-102549,SUP-016,Midwest,Industrial Parts,CarrierA,2024/01/10,2024-01-20,2024-01-20,197,0
ORD-102167,SUP-006,Northeast,Home Goods,CarrierB,05/03/2024,2024-05-05,2024-05-06,182,0
ORD-101388,SUP-020,Northeast,,CarrierB,2024/12/17,2024-12-19,2024-12-19,432,0
ORD-102745,SUP-016,Northeast,Electronics,CarrierA,21-Nov-2024,2024-11-23,2024-11-22,320,0
ORD-102425,SUP-007,Northeast,Industrial Parts,CarrierC,2024/12/17,2024-12-20,2024-12-20,32,0
ORD-101581,SUP-015,Southwest,Apparel,CarrierA,13-Feb-2024,2024-02-20,2024-02-23,14,0
ORD-102833,SUP-017,Midwest,Home Goods,CarrierD,23-Jul-2024,2024-07-30,2024-07-30,76,0
ORD-102028,SUP-018,Southeast,Home Goods,CarrierB,30-Sep-2024,2024-10-03,2024-10-03,143,0
ORD-102062,SUP-002,,Perishables,CarrierC,2024/12/21,2024-12-24,2024-12-24,371,0
ORD-105637,SUP-018,Midwest,Industrial Parts,CarrierC,09/29/2024,2024-10-09,2024-10-11,51,0
ORD-102609,SUP-003,Southeast,Apparel,CarrierA,2024-10-11,2024-10-21,2024-10-30,400,0
ORD-100038,SUP-012,Northeast,,CarrierC,03/18/2024,2024-03-28,2024-03-28,181,0
ORD-104077,SUP-004,Midwest,Electronics,CarrierD,2024/07/23,2024-07-25,2024-07-29,493,0
ORD-102556,SUP-004,West,Perishables,CarrierC,05/20/2024,2024-05-27,2024-06-09,94,0
ORD-103043,SUP-006,Southeast,Electronics,CarrierB,2024-09-17,2024-09-27,2024-09-27,333,0
ORD-102311,SUP-002,Southwest,Electronics,CarrierC,2024/07/07,2024-07-10,2024-07-16,459,0
ORD-103278,SUP-002,Southwest,Industrial Parts,CarrierC,2024/01/30,2024-02-04,2024-02-03,7,0
ORD-105673,SUP-011,Southwest,Industrial Parts,CarrierB,04-Jun-2024,2024-06-06,2024-06-11,482,0
ORD-102686,SUP-010,Southwest,Office Supplies,CarrierA,27-Feb-2024,2024-03-05,2024-03-05,386,0
ORD-105421,SUP-014,Northeast,Apparel,CarrierD,2024/12/12,2024-12-17,2024-12-17,229,0
ORD-102066,SUP-013,Midwest,Home Goods,CarrierB,2024-11-10,2024-11-17,2024-11-17,80,0
ORD-101057,SUP-012,Northeast,Office Supplies,CarrierD,2024-10-30,2024-11-04,2024-11-03,188,0
ORD-100793,SUP-017,West,Electronics,CarrierB,2024/07/29,2024-08-08,2024-08-12,154,0
ORD-105415,SUP-001,West,Office Supplies,CarrierA,2024-05-09,2024-05-19,2024-05-24,485,0
ORD-105814,SUP-011,Southeast,Electronics,CarrierD,2024-03-18,2024-03-20,2024-03-20,38,0
ORD-101732,SUP-008,West,Industrial Parts,CarrierC,12/11/2024,2024-12-18,2024-12-20,77,0
ORD-104530,SUP-015,Midwest,Home Goods,CarrierA,05/23/2024,2024-05-30,2024-05-30,474,0
ORD-101097,SUP-013,Southwest,Home Goods,CarrierA,11/09/2024,2024-11-11,2024-11-11,371,0
ORD-103752,SUP-018,Midwest,Apparel,CarrierA,2024/10/13,2024-10-15,2024-10-15,83,0
ORD-101597,SUP-015,Northeast,Electronics,CarrierB,01/09/2024,2024-01-12,2024-01-11,151,0
ORD-101293,SUP-014,Southeast,Apparel,CarrierB,23-Sep-2024,2024-09-26,2024-09-26,176,0
ORD-100950,SUP-019,,Perishables,CarrierD,02/13/2024,2024-02-16,2024-02-16,467,0
ORD-101471,SUP-019,West,Electronics,CarrierC,2024-11-14,2024-11-21,2024-11-23,450,0
ORD-104625,SUP-003,Northeast,Apparel,CarrierA,2024-01-20,2024-01-30,2024-01-29,213,0
ORD-103879,SUP-010,Southwest,Perishables,CarrierD,24-Dec-2024,2025-01-03,2025-01-03,263,0
ORD-104087,SUP-010,Midwest,Electronics,CarrierA,2024-08-07,2024-08-12,2024-08-12,54,0
ORD-104242,SUP-003,Midwest,Apparel,CarrierD,29-Mar-2024,2024-04-03,2024-04-07,226,0
ORD-102056,SUP-005,Southwest,Apparel,CarrierC,2024/10/29,2024-11-05,2024-11-04,305,0
ORD-102130,SUP-008,Southwest,Apparel,CarrierD,02/20/2024,2024-02-27,2024-03-02,235,0
ORD-105945,SUP-003,Southeast,Office Supplies,CarrierD,07/17/2024,2024-07-22,2024-07-22,413,0
ORD-100828,SUP-011,Southwest,Industrial Parts,CarrierA,2024/08/03,2024-08-06,2024-08-06,366,0
ORD-105694,SUP-009,Southwest,Industrial Parts,CarrierA,28-Aug-2024,2024-09-02,2024-09-02,377,0
ORD-102936,SUP-019,West,Apparel,CarrierC,2024/08/05,2024-08-10,2024-08-10,237,0
ORD-104708,SUP-014,Southeast,Office Supplies,CarrierB,04-Nov-2024,2024-11-11,2024-11-11,211,0
ORD-102982,SUP-014,Southeast,,CarrierD,2024-10-07,2024-10-09,2024-10-09,460,0
ORD-100722,SUP-017,Southeast,Electronics,CarrierC,23-Aug-2024,2024-09-02,2024-09-01,343,0
ORD-105943,SUP-007,,Electronics,CarrierA,2024-11-11,2024-11-13,2024-11-12,149,0
ORD-103463,SUP-008,Northeast,Perishables,CarrierD,05/22/2024,2024-06-01,,26,0
ORD-105701,SUP-004,Southeast,Apparel,CarrierA,2024/07/12,2024-07-14,2024-07-18,398,0
ORD-105105,SUP-010,Southeast,Apparel,CarrierA,12/24/2024,2025-01-03,2025-01-03,261,0
ORD-103240,SUP-002,Southwest,Apparel,CarrierD,01/04/2024,2024-01-09,2024-01-13,408,0
ORD-102888,SUP-007,Southwest,Industrial Parts,CarrierB,2024/10/12,2024-10-15,2024-10-15,309,0
ORD-101595,SUP-006,Midwest,Home Goods,CarrierC,2024-12-11,2024-12-13,2024-12-15,269,0
ORD-104160,SUP-007,Northeast,Perishables,CarrierB,2024-07-26,2024-08-02,2024-08-01,391,0
ORD-105957,SUP-002,Northeast,Office Supplies,CarrierB,2024/02/02,2024-02-12,2024-02-13,80,0
ORD-105193,SUP-003,Southwest,Perishables,CarrierD,2024/06/18,2024-06-25,2024-06-29,340,0
ORD-100764,SUP-010,Northeast,Electronics,CarrierA,2024-05-29,2024-06-05,2024-06-05,11,0
ORD-104992,SUP-014,Midwest,Apparel,CarrierC,01/29/2024,2024-02-01,2024-01-31,126,0
ORD-102591,SUP-019,West,Perishables,CarrierD,2024-10-11,2024-10-18,2024-10-18,271,0
ORD-102525,SUP-007,Southeast,Office Supplies,CarrierB,11/12/2024,2024-11-22,2024-11-22,198,0
ORD-101592,SUP-015,West,Home Goods,CarrierB,2024/05/05,2024-05-15,2024-05-15,220,0
ORD-103096,SUP-020,Northeast,Electronics,CarrierD,12/04/2024,2024-12-14,2024-12-20,61,0
ORD-103748,SUP-002,Northeast,Perishables,CarrierB,2024-10-04,2024-10-14,2024-10-22,135,0
ORD-105590,SUP-009,Midwest,Industrial Parts,CarrierC,2024-07-25,2024-07-28,2024-07-28,359,0
ORD-101421,SUP-020,Northeast,Perishables,CarrierC,2024-02-12,2024-02-17,2024-02-17,113,0
ORD-105799,SUP-010,Midwest,Apparel,CarrierC,2024/03/24,2024-03-31,2024-03-30,24,1
ORD-100654,SUP-018,Southeast,Office Supplies,CarrierD,12/21/2024,2024-12-24,2024-12-24,122,0
ORD-103961,SUP-020,Midwest,Home Goods,CarrierD,2024/11/16,2024-11-23,2024-11-23,150,0
ORD-100283,SUP-001,Southeast,Industrial Parts,CarrierA,2024-08-23,2024-09-02,2024-09-02,275,0
ORD-105523,SUP-012,Midwest,Electronics,CarrierD,12/05/2024,2024-12-15,2024-12-15,262,0
ORD-105977,SUP-004,Southeast,Home Goods,CarrierB,12/23/2024,2025-01-02,2025-01-09,450,0
ORD-104544,SUP-019,Southwest,Industrial Parts,CarrierB,2024/02/28,2024-03-06,2024-03-05,321,0
ORD-102259,SUP-012,Northeast,Apparel,CarrierD,2024/09/04,2024-09-14,2024-09-18,3,0
ORD-103703,SUP-015,Northeast,Home Goods,CarrierB,01-Nov-2024,2024-11-06,2024-11-06,215,0
ORD-102026,SUP-012,Southwest,Industrial Parts,CarrierD,02/21/2024,2024-02-23,2024-02-26,219,0
ORD-105961,SUP-007,Southwest,Industrial Parts,CarrierB,2024-06-10,2024-06-20,2024-06-19,335,0
ORD-103352,SUP-017,Northeast,Perishables,CarrierC,08-May-2024,2024-05-13,2024-05-13,481,0
ORD-105625,SUP-019,Southeast,Office Supplies,CarrierD,2024/09/03,2024-09-13,2024-09-13,88,0
ORD-105632,SUP-008,West,Apparel,CarrierB,11-Feb-2024,2024-02-18,2024-02-17,324,0
ORD-101445,SUP-009,Northeast,Perishables,CarrierD,06/17/2024,2024-06-24,2024-06-23,459,0
ORD-100981,SUP-003,Southwest,Apparel,CarrierA,2024-09-30,2024-10-02,2024-10-13,345,0
ORD-102344,SUP-002,Southwest,Office Supplies,CarrierA,09/22/2024,2024-09-29,2024-10-06,403,0
ORD-101153,SUP-017,Northeast,,CarrierC,2024-03-29,2024-04-08,2024-04-08,116,0
ORD-103642,SUP-009,Southwest,Perishables,CarrierB,2024/09/10,2024-09-15,2024-09-19,14,0
ORD-104046,SUP-018,Northeast,,CarrierA,2024-12-17,2024-12-24,2024-12-29,261,0
ORD-100674,SUP-005,Northeast,Apparel,CarrierB,2024/06/20,2024-06-30,2024-06-30,85,0
ORD-100468,SUP-003,Southeast,Office Supplies,CarrierB,16-Jan-2024,2024-01-26,2024-01-25,382,0
ORD-101317,SUP-005,West,Home Goods,CarrierA,2024/09/15,2024-09-22,2024-09-21,312,0
ORD-104178,SUP-010,West,Industrial Parts,CarrierB,08-Jan-2024,2024-01-18,2024-01-18,265,0
ORD-100429,SUP-017,Northeast,Industrial Parts,CarrierB,12-Mar-2024,2024-03-15,2024-03-15,428,0
ORD-101509,SUP-004,Southwest,Home Goods,CarrierC,29-Jul-2024,2024-08-03,2024-08-03,339,0
ORD-101555,SUP-006,Midwest,,CarrierB,03/13/2024,2024-03-16,2024-03-16,376,0
ORD-101129,SUP-013,Midwest,Industrial Parts,CarrierB,2024/08/12,2024-08-15,2024-08-15,81,0
ORD-105365,SUP-019,West,Office Supplies,CarrierA,2024/04/10,2024-04-17,2024-04-17,222,0
ORD-101210,SUP-014,West,Apparel,CarrierC,2024-07-26,2024-07-31,2024-07-31,199,0
ORD-100916,SUP-007,Northeast,Perishables,CarrierD,2024/05/04,2024-05-06,2024-05-06,116,0
ORD-100166,SUP-005,Southeast,Electronics,CarrierC,2024/12/23,2024-12-28,2024-12-28,26,0
ORD-103059,SUP-007,Northeast,Industrial Parts,CarrierC,2024/03/04,2024-03-07,2024-03-07,125,0
ORD-104322,SUP-015,West,Office Supplies,CarrierD,17-Oct-2024,2024-10-24,2024-11-03,227,0
ORD-104332,SUP-002,Northeast,Home Goods,CarrierC,05/28/2024,2024-06-04,2024-06-07,282,0
ORD-105748,SUP-006,Southwest,Office Supplies,CarrierD,2024/04/16,2024-04-26,2024-04-27,338,0
ORD-102613,SUP-018,Northeast,Perishables,CarrierC,2024/11/19,2024-11-21,2024-11-21,192,0
ORD-102494,SUP-014,Southwest,Industrial Parts,CarrierA,04-Dec-2024,2024-12-11,2024-12-10,491,0
ORD-101000,SUP-005,West,Perishables,CarrierC,2024-11-29,2024-12-06,2024-12-05,274,0
ORD-101178,SUP-004,Southwest,Electronics,CarrierC,16-Oct-2024,2024-10-26,2024-10-29,110,0
ORD-100056,SUP-016,West,Perishables,CarrierB,09/13/2024,2024-09-18,2024-09-17,294,1
ORD-103020,SUP-007,West,Office Supplies,CarrierB,11/06/2024,2024-11-09,2024-11-09,111,0
ORD-100208,SUP-011,Southeast,Home Goods,CarrierB,20-Aug-2024,2024-08-22,2024-08-24,101,0
